FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2025-01-06,13,Producto Modelo 13,1,-150.0,44,Globex 44,5,Tienda Online 5
2025-01-07,18,Producto Modelo 18,3,1516.5,73,Globex 73,8,Tienda Outlet 8
2025-01-07,36,Producto Modelo 36,2,516.39,20,Globex 20,2,Tienda Sucursal 2
2025-01-07,45,Producto Modelo 45,1,686.93,69,Globex 69,8,Tienda Outlet 8
2025-01-07,35,Producto Modelo 35,1,1593.35,74,ACME Corp 74,7,Tienda Sucursal 7
2025-01-07,25,Producto Modelo 25,2,1093.94,74,ACME Corp 74,2,Tienda Sucursal 2
2025-01-07,37,Producto Modelo 37,3,1086.66,64,Globex 64,3,Tienda Online 3
2025-01-07,11,Producto Modelo 11,2,271.39,64,Globex 64,4,Tienda Sucursal 4
2025-01-07,25,Producto Modelo 25,3,1093.94,8,Globex 8,10,Tienda Sucursal 10
2025-01-08,33,Producto Modelo 33,1,1312.75,29,Globex 29,9,Tienda Outlet 9
2025-01-08,26,Producto Modelo 26,3,1269.87,31,Dunder Mifflin 31,2,Tienda Sucursal 2
2025-01-08,20,Producto Modelo 20,2,534.57,29,Globex 29,8,Tienda Outlet 8
2025-01-08,34,Producto Modelo 34,2,1571.22,32,Globex 32,9,Tienda Outlet 9
2025-01-08,18,Producto Modelo 18,2,1516.5,70,Wayne Ent. 70,7,Tienda Sucursal 7
2025-01-09,3,Producto Modelo 3,1,1389.15,2,Globex 2,2,Tienda Sucursal 2
2025-01-09,28,Producto Modelo 28,1,1082.48,24,Globex 24,5,Tienda Online 5
2025-01-09,38,Producto Modelo 38,3,466.61,95,Globex 95,9,Tienda Outlet 9
2025-01-09,41,Producto Modelo 41,3,541.4,82,Wayne Ent. 82,8,Tienda Outlet 8
2025-01-09,11,Producto Modelo 11,3,271.39,93,Globex 93,4,Tienda Sucursal 4
2025-01-09,37,Producto Modelo 37,1,1086.66,42,Dunder Mifflin 42,9,Tienda Outlet 9
2025-01-09,25,Producto Modelo 25,2,1093.94,33,Globex 33,9,Tienda Outlet 9
2025-01-09,35,Producto Modelo 35,1,1593.35,56,Globex 56,5,Tienda Online 5
2025-01-10,41,Producto Modelo 41,2,541.4,42,Dunder Mifflin 42,2,Tienda Sucursal 2
2025-01-10,49,Producto Modelo 49,1,99.19,71,ACME Corp 71,8,Tienda Outlet 8
2025-01-10,39,Producto Modelo 39,2,818.21,41,Dunder Mifflin 41,8,Tienda Outlet 8
2025-01-10,37,Producto Modelo 37,2,1086.66,38,Globex 38,1,Tienda Online 1
2025-01-10,41,Producto Modelo 41,3,541.4,83,Wayne Ent. 83,6,Tienda Sucursal 6
2025-01-10,22,Producto Modelo 22,3,950.08,69,Globex 69,2,Tienda Sucursal 2
2025-01-10,11,Producto Modelo 11,3,271.39,99,ACME Corp 99,1,Tienda Online 1
2025-01-11,29,Producto Modelo 29,1,496.38,92,Globex 92,1,Tienda Online 1
2025-01-11,17,Producto Modelo 17,1,296.83,24,Globex 24,6,Tienda Sucursal 6
2025-01-11,43,Producto Modelo 43,3,852.46,18,Dunder Mifflin 18,8,Tienda Outlet 8
2025-01-11,21,Producto Modelo 21,1,881.45,33,Globex 33,5,Tienda Online 5
2025-01-11,16,Producto Modelo 16,1,1728.39,4,Dunder Mifflin 4,9,Tienda Outlet 9
2025-01-11,21,Producto Modelo 21,3,881.45,58,Dunder Mifflin 58,6,Tienda Sucursal 6
2025-01-11,43,Producto Modelo 43,2,852.46,18,Dunder Mifflin 18,3,Tienda Online 3
2025-01-11,50,Producto Modelo 50,2,801.81,9,Globex 9,6,Tienda Sucursal 6
2025-01-11,13,Producto Modelo 13,2,-150.0,67,ACME Corp 67,1,Tienda Online 1
2025-01-11,50,Producto Modelo 50,3,801.81,45,Globex 45,6,Tienda Sucursal 6
2025-01-12,9,Producto Modelo 9,2,638.62,23,ACME Corp 23,5,Tienda Online 5
2025-01-12,35,Producto Modelo 35,1,1593.35,58,Dunder Mifflin 58,5,Tienda Online 5
2025-01-12,33,Producto Modelo 33,1,1312.75,40,ACME Corp 40,5,Tienda Online 5
2025-01-12,31,Producto Modelo 31,1,1051.87,14,ACME Corp 14,1,Tienda Online 1
2025-01-12,49,Producto Modelo 49,3,99.19,5,Globex 5,4,Tienda Sucursal 4
2025-01-12,2,Producto Modelo 2,1,1242.79,56,Globex 56,1,Tienda Online 1
2025-01-12,33,Producto Modelo 33,3,1312.75,23,ACME Corp 23,5,Tienda Online 5
2025-01-12,48,Producto Modelo 48,2,1675.08,10,Wayne Ent. 10,7,Tienda Sucursal 7
2025-01-12,34,Producto Modelo 34,2,1571.22,3,Wayne Ent. 3,7,Tienda Sucursal 7
2025-01-12,14,Producto Modelo 14,1,978.72,12,Globex 12,1,Tienda Online 1
2025-01-12,39,Producto Modelo 39,3,818.21,81,ACME Corp 81,1,Tienda Online 1
2025-01-12,40,Producto Modelo 40,2,219.02,11,Wayne Ent. 11,6,Tienda Sucursal 6
2025-01-12,22,Producto Modelo 22,3,950.08,94,Dunder Mifflin 94,9,Tienda Outlet 9
2025-01-12,12,Producto Modelo 12,2,538.41,94,Dunder Mifflin 94,10,Tienda Sucursal 10
2025-01-13,37,Producto Modelo 37,3,1086.66,100,Wayne Ent. 100,1,Tienda Online 1
2025-01-13,20,Producto Modelo 20,3,534.57,93,Globex 93,1,Tienda Online 1
2025-01-13,18,Producto Modelo 18,3,1516.5,63,Dunder Mifflin 63,7,Tienda Sucursal 7
2025-01-13,32,Producto Modelo 32,3,1770.83,71,ACME Corp 71,9,Tienda Outlet 9
2025-01-13,31,Producto Modelo 31,3,1051.87,47,Dunder Mifflin 47,3,Tienda Online 3
2025-01-13,3,Producto Modelo 3,3,1389.15,50,Dunder Mifflin 50,9,Tienda Outlet 9
2025-01-13,22,Producto Modelo 22,3,950.08,36,Globex 36,10,Tienda Sucursal 10
2025-01-14,50,Producto Modelo 50,2,801.81,19,Globex 19,6,Tienda Sucursal 6
2025-01-14,38,Producto Modelo 38,1,466.61,53,Wayne Ent. 53,8,Tienda Outlet 8
2025-01-14,7,Producto Modelo 7,3,890.75,56,Globex 56,10,Tienda Sucursal 10
2025-01-14,14,Producto Modelo 14,2,978.72,33,Globex 33,6,Tienda Sucursal 6
2025-01-14,42,Producto Modelo 42,1,425.72,18,Dunder Mifflin 18,4,Tienda Sucursal 4
2025-01-14,21,Producto Modelo 21,1,881.45,1,ACME Corp 1,7,Tienda Sucursal 7
2025-01-14,20,Producto Modelo 20,3,534.57,26,Dunder Mifflin 26,2,Tienda Sucursal 2
2025-01-14,19,Producto Modelo 19,3,1195.73,29,Globex 29,4,Tienda Sucursal 4
2025-01-14,18,Producto Modelo 18,2,1516.5,4,Dunder Mifflin 4,4,Tienda Sucursal 4
2025-01-14,4,Producto Modelo 4,2,1183.86,58,Dunder Mifflin 58,10,Tienda Sucursal 10
2025-01-14,26,Producto Modelo 26,1,1269.87,50,Dunder Mifflin 50,4,Tienda Sucursal 4
2025-01-14,7,Producto Modelo 7,2,890.75,42,Dunder Mifflin 42,10,Tienda Sucursal 10
2025-01-14,33,Producto Modelo 33,2,1312.75,38,Globex 38,5,Tienda Online 5
2025-01-15,39,Producto Modelo 39,2,818.21,25,Dunder Mifflin 25,9,Tienda Outlet 9
2025-01-15,35,Producto Modelo 35,3,1593.35,54,Wayne Ent. 54,7,Tienda Sucursal 7
2025-01-15,4,Producto Modelo 4,2,1183.86,28,ACME Corp 28,6,Tienda Sucursal 6
2025-01-15,18,Producto Modelo 18,2,1516.5,32,Globex 32,1,Tienda Online 1
2025-01-15,5,Producto Modelo 5,3,624.92,67,ACME Corp 67,1,Tienda Online 1
2025-01-15,35,Producto Modelo 35,1,1593.35,29,Globex 29,5,Tienda Online 5
2025-01-15,45,Producto Modelo 45,1,686.93,93,Globex 93,8,Tienda Outlet 8
2025-01-16,23,Producto Modelo 23,3,70.45,7,Dunder Mifflin 7,5,Tienda Online 5
2025-01-16,40,Producto Modelo 40,2,219.02,3,Wayne Ent. 3,4,Tienda Sucursal 4
2025-01-16,4,Producto Modelo 4,1,1183.86,20,Globex 20,4,Tienda Sucursal 4
2025-01-16,45,Producto Modelo 45,2,686.93,99,ACME Corp 99,6,Tienda Sucursal 6
2025-01-16,25,Producto Modelo 25,2,1093.94,7,Dunder Mifflin 7,8,Tienda Outlet 8
2025-01-16,47,Producto Modelo 47,2,1071.38,17,Wayne Ent. 17,2,Tienda Sucursal 2
2025-01-17,8,Producto Modelo 8,1,1636.17,79,Globex 79,5,Tienda Online 5
2025-01-17,2,Producto Modelo 2,2,1242.79,16,ACME Corp 16,2,Tienda Sucursal 2
2025-01-17,18,Producto Modelo 18,2,1516.5,95,Globex 95,5,Tienda Online 5
2025-01-17,27,Producto Modelo 27,1,182.09,52,Globex 52,7,Tienda Sucursal 7
2025-01-17,49,Producto Modelo 49,3,99.19,3,Wayne Ent. 3,4,Tienda Sucursal 4
2025-01-17,44,Producto Modelo 44,1,331.77,3,Wayne Ent. 3,3,Tienda Online 3
2025-01-18,5,Producto Modelo 5,3,624.92,100,Wayne Ent. 100,4,Tienda Sucursal 4
2025-01-18,28,Producto Modelo 28,2,1082.48,95,Globex 95,1,Tienda Online 1
2025-01-18,33,Producto Modelo 33,1,1312.75,60,ACME Corp 60,5,Tienda Online 5
2025-01-18,48,Producto Modelo 48,1,1675.08,49,Globex 49,4,Tienda Sucursal 4
2025-01-18,34,Producto Modelo 34,2,1571.22,28,ACME Corp 28,10,Tienda Sucursal 10
2025-01-19,11,Producto Modelo 11,1,271.39,42,Dunder Mifflin 42,4,Tienda Sucursal 4
2025-01-19,49,Producto Modelo 49,1,99.19,83,Wayne Ent. 83,6,Tienda Sucursal 6
2025-01-19,2,Producto Modelo 2,1,1242.79,16,ACME Corp 16,4,Tienda Sucursal 4
2025-01-19,10,Producto Modelo 10,2,700.71,12,Globex 12,7,Tienda Sucursal 7
2025-01-19,47,Producto Modelo 47,3,1071.38,56,Globex 56,6,Tienda Sucursal 6
2025-01-19,10,Producto Modelo 10,1,700.71,16,ACME Corp 16,9,Tienda Outlet 9
2025-01-20,24,Producto Modelo 24,2,1356.26,61,Wayne Ent. 61,1,Tienda Online 1
2025-01-20,7,Producto Modelo 7,1,890.75,94,Dunder Mifflin 94,1,Tienda Online 1
2025-01-20,25,Producto Modelo 25,1,1093.94,30,ACME Corp 30,3,Tienda Online 3
2025-01-20,32,Producto Modelo 32,3,1770.83,19,Globex 19,10,Tienda Sucursal 10
2025-01-20,28,Producto Modelo 28,2,1082.48,55,Dunder Mifflin 55,3,Tienda Online 3
2025-01-20,50,Producto Modelo 50,1,801.81,85,Globex 85,4,Tienda Sucursal 4
2025-01-20,23,Producto Modelo 23,3,70.45,25,Dunder Mifflin 25,5,Tienda Online 5
2025-01-20,3,Producto Modelo 3,3,1389.15,22,ACME Corp 22,1,Tienda Online 1
2025-01-20,26,Producto Modelo 26,2,1269.87,50,Dunder Mifflin 50,4,Tienda Sucursal 4
2025-01-20,12,Producto Modelo 12,1,538.41,23,ACME Corp 23,7,Tienda Sucursal 7
2025-01-20,10,Producto Modelo 10,2,700.71,49,Globex 49,4,Tienda Sucursal 4
2025-01-20,24,Producto Modelo 24,2,1356.26,60,ACME Corp 60,2,Tienda Sucursal 2
2025-01-21,23,Producto Modelo 23,1,70.45,98,Wayne Ent. 98,6,Tienda Sucursal 6
2025-01-21,24,Producto Modelo 24,2,1356.26,10,Wayne Ent. 10,4,Tienda Sucursal 4
2025-01-21,7,Producto Modelo 7,1,890.75,80,Globex 80,7,Tienda Sucursal 7
2025-01-21,12,Producto Modelo 12,3,538.41,57,ACME Corp 57,3,Tienda Online 3
2025-01-21,10,Producto Modelo 10,1,700.71,93,Globex 93,6,Tienda Sucursal 6
2025-01-21,15,Producto Modelo 15,3,1526.58,38,Globex 38,5,Tienda Online 5
2025-01-21,47,Producto Modelo 47,1,1071.38,60,ACME Corp 60,1,Tienda Online 1
2025-01-21,18,Producto Modelo 18,1,1516.5,65,Dunder Mifflin 65,2,Tienda Sucursal 2
2025-01-21,40,Producto Modelo 40,1,219.02,40,ACME Corp 40,1,Tienda Online 1
2025-01-21,10,Producto Modelo 10,3,700.71,99,ACME Corp 99,2,Tienda Sucursal 2
2025-01-21,27,Producto Modelo 27,1,182.09,79,Globex 79,9,Tienda Outlet 9
2025-01-21,10,Producto Modelo 10,3,700.71,55,Dunder Mifflin 55,7,Tienda Sucursal 7
2025-01-22,43,Producto Modelo 43,2,852.46,74,ACME Corp 74,7,Tienda Sucursal 7
2025-01-22,48,Producto Modelo 48,1,1675.08,88,Dunder Mifflin 88,9,Tienda Outlet 9
2025-01-22,25,Producto Modelo 25,2,1093.94,78,Globex 78,4,Tienda Sucursal 4
2025-01-22,41,Producto Modelo 41,2,541.4,49,Globex 49,6,Tienda Sucursal 6
2025-01-22,25,Producto Modelo 25,2,1093.94,89,ACME Corp 89,5,Tienda Online 5
2025-01-22,7,Producto Modelo 7,1,890.75,79,Globex 79,1,Tienda Online 1
2025-01-22,37,Producto Modelo 37,3,1086.66,2,Globex 2,1,Tienda Online 1
2025-01-22,29,Producto Modelo 29,1,496.38,15,Globex 15,4,Tienda Sucursal 4
2025-01-22,6,Producto Modelo 6,2,1040.57,56,Globex 56,7,Tienda Sucursal 7
2025-01-22,40,Producto Modelo 40,2,219.02,46,ACME Corp 46,7,Tienda Sucursal 7
2025-01-22,9,Producto Modelo 9,3,638.62,78,Globex 78,3,Tienda Online 3
2025-01-22,27,Producto Modelo 27,1,182.09,44,Globex 44,9,Tienda Outlet 9
2025-01-22,49,Producto Modelo 49,1,99.19,85,Globex 85,6,Tienda Sucursal 6
2025-01-22,3,Producto Modelo 3,1,1389.15,10,Wayne Ent. 10,8,Tienda Outlet 8
2025-01-23,10,Producto Modelo 10,3,700.71,8,Globex 8,8,Tienda Outlet 8
2025-01-23,42,Producto Modelo 42,3,425.72,68,Wayne Ent. 68,10,Tienda Sucursal 10
2025-01-23,23,Producto Modelo 23,1,70.45,100,Wayne Ent. 100,7,Tienda Sucursal 7
2025-01-23,8,Producto Modelo 8,2,1636.17,6,Wayne Ent. 6,3,Tienda Online 3
2025-01-23,3,Producto Modelo 3,3,1389.15,53,Wayne Ent. 53,4,Tienda Sucursal 4
2025-01-23,12,Producto Modelo 12,3,538.41,88,Dunder Mifflin 88,7,Tienda Sucursal 7
2025-01-23,26,Producto Modelo 26,1,1269.87,59,Dunder Mifflin 59,2,Tienda Sucursal 2
2025-01-23,29,Producto Modelo 29,2,496.38,78,Globex 78,1,Tienda Online 1
2025-01-24,2,Producto Modelo 2,3,1242.79,63,Dunder Mifflin 63,3,Tienda Online 3
2025-01-24,22,Producto Modelo 22,1,950.08,36,Globex 36,7,Tienda Sucursal 7
2025-01-24,20,Producto Modelo 20,2,534.57,28,ACME Corp 28,7,Tienda Sucursal 7
2025-01-24,34,Producto Modelo 34,1,1571.22,90,Wayne Ent. 90,8,Tienda Outlet 8
2025-01-24,17,Producto Modelo 17,2,296.83,79,Globex 79,1,Tienda Online 1
2025-01-24,1,Producto Modelo 1,1,623.25,66,Wayne Ent. 66,4,Tienda Sucursal 4
2025-01-24,8,Producto Modelo 8,1,1636.17,12,Globex 12,2,Tienda Sucursal 2
2025-01-24,49,Producto Modelo 49,2,99.19,93,Globex 93,4,Tienda Sucursal 4
2025-01-24,48,Producto Modelo 48,2,1675.08,19,Globex 19,2,Tienda Sucursal 2
2025-01-25,34,Producto Modelo 34,2,1571.22,9,Globex 9,2,Tienda Sucursal 2
2025-01-25,7,Producto Modelo 7,3,890.75,24,Globex 24,4,Tienda Sucursal 4
2025-01-25,29,Producto Modelo 29,1,496.38,39,Wayne Ent. 39,3,Tienda Online 3
2025-01-25,26,Producto Modelo 26,1,1269.87,83,Wayne Ent. 83,3,Tienda Online 3
2025-01-25,21,Producto Modelo 21,1,881.45,52,Globex 52,9,Tienda Outlet 9
2025-01-25,14,Producto Modelo 14,1,978.72,32,Globex 32,4,Tienda Sucursal 4
2025-01-25,29,Producto Modelo 29,2,496.38,4,Dunder Mifflin 4,10,Tienda Sucursal 10
2025-01-25,13,Producto Modelo 13,3,-150.0,32,Globex 32,5,Tienda Online 5
2025-01-25,39,Producto Modelo 39,3,818.21,69,Globex 69,6,Tienda Sucursal 6
2025-01-25,44,Producto Modelo 44,2,331.77,54,Wayne Ent. 54,5,Tienda Online 5
2025-01-25,22,Producto Modelo 22,1,950.08,96,Wayne Ent. 96,8,Tienda Outlet 8
2025-01-25,25,Producto Modelo 25,1,1093.94,10,Wayne Ent. 10,8,Tienda Outlet 8
2025-01-25,47,Producto Modelo 47,2,1071.38,75,Wayne Ent. 75,4,Tienda Sucursal 4
2025-01-25,15,Producto Modelo 15,1,1526.58,8,Globex 8,1,Tienda Online 1
2025-01-25,9,Producto Modelo 9,3,638.62,40,ACME Corp 40,10,Tienda Sucursal 10
2025-01-26,4,Producto Modelo 4,1,1183.86,51,Wayne Ent. 51,3,Tienda Online 3
2025-01-26,39,Producto Modelo 39,1,818.21,55,Dunder Mifflin 55,10,Tienda Sucursal 10
2025-01-26,11,Producto Modelo 11,1,271.39,13,Globex 13,7,Tienda Sucursal 7
2025-01-26,9,Producto Modelo 9,3,638.62,75,Wayne Ent. 75,7,Tienda Sucursal 7
2025-01-26,42,Producto Modelo 42,3,425.72,75,Wayne Ent. 75,4,Tienda Sucursal 4
2025-01-26,3,Producto Modelo 3,2,1389.15,19,Globex 19,5,Tienda Online 5
2025-01-26,32,Producto Modelo 32,1,1770.83,35,Dunder Mifflin 35,10,Tienda Sucursal 10
2025-01-26,2,Producto Modelo 2,3,1242.79,17,Wayne Ent. 17,2,Tienda Sucursal 2
2025-01-26,22,Producto Modelo 22,1,950.08,56,Globex 56,9,Tienda Outlet 9
2025-01-26,30,Producto Modelo 30,3,532.83,14,ACME Corp 14,3,Tienda Online 3
2025-01-26,27,Producto Modelo 27,2,182.09,44,Globex 44,2,Tienda Sucursal 2
2025-01-26,46,Producto Modelo 46,2,1433.28,69,Globex 69,9,Tienda Outlet 9
2025-01-27,22,Producto Modelo 22,2,950.08,22,ACME Corp 22,2,Tienda Sucursal 2
2025-01-27,49,Producto Modelo 49,1,99.19,77,Wayne Ent. 77,3,Tienda Online 3
2025-01-27,30,Producto Modelo 30,2,532.83,79,Globex 79,1,Tienda Online 1
2025-01-27,42,Producto Modelo 42,3,425.72,90,Wayne Ent. 90,1,Tienda Online 1
2025-01-27,42,Producto Modelo 42,3,425.72,4,Dunder Mifflin 4,1,Tienda Online 1
2025-01-27,28,Producto Modelo 28,1,1082.48,66,Wayne Ent. 66,3,Tienda Online 3
2025-01-27,3,Producto Modelo 3,3,1389.15,8,Globex 8,3,Tienda Online 3
2025-01-27,14,Producto Modelo 14,2,978.72,26,Dunder Mifflin 26,6,Tienda Sucursal 6
2025-01-27,44,Producto Modelo 44,1,331.77,83,Wayne Ent. 83,10,Tienda Sucursal 10
2025-01-27,38,Producto Modelo 38,3,466.61,8,Globex 8,4,Tienda Sucursal 4
2025-01-27,2,Producto Modelo 2,1,1242.79,60,ACME Corp 60,6,Tienda Sucursal 6
2025-01-27,41,Producto Modelo 41,2,541.4,11,Wayne Ent. 11,10,Tienda Sucursal 10
2025-01-28,44,Producto Modelo 44,3,331.77,41,Dunder Mifflin 41,2,Tienda Sucursal 2
2025-01-28,43,Producto Modelo 43,2,852.46,4,Dunder Mifflin 4,2,Tienda Sucursal 2
2025-01-28,11,Producto Modelo 11,3,271.39,53,Wayne Ent. 53,3,Tienda Online 3
2025-01-28,31,Producto Modelo 31,2,1051.87,25,Dunder Mifflin 25,6,Tienda Sucursal 6
2025-01-28,7,Producto Modelo 7,1,890.75,40,ACME Corp 40,4,Tienda Sucursal 4
2025-01-28,21,Producto Modelo 21,3,881.45,60,ACME Corp 60,1,Tienda Online 1
2025-01-28,1,Producto Modelo 1,2,623.25,36,Globex 36,10,Tienda Sucursal 10
2025-01-28,32,Producto Modelo 32,3,1770.83,39,Wayne Ent. 39,3,Tienda Online 3
2025-01-28,49,Producto Modelo 49,2,99.19,90,Wayne Ent. 90,5,Tienda Online 5
2025-01-28,39,Producto Modelo 39,1,818.21,78,Globex 78,5,Tienda Online 5
2025-01-28,48,Producto Modelo 48,1,1675.08,6,Wayne Ent. 6,8,Tienda Outlet 8
2025-01-28,13,Producto Modelo 13,1,-150.0,97,Dunder Mifflin 97,3,Tienda Online 3
2025-01-28,12,Producto Modelo 12,3,538.41,3,Wayne Ent. 3,1,Tienda Online 1
2025-01-28,12,Producto Modelo 12,3,538.41,71,ACME Corp 71,3,Tienda Online 3
2025-01-28,11,Producto Modelo 11,2,271.39,65,Dunder Mifflin 65,4,Tienda Sucursal 4
2025-01-29,2,Producto Modelo 2,3,1242.79,36,Globex 36,6,Tienda Sucursal 6
2025-01-29,46,Producto Modelo 46,2,1433.28,18,Dunder Mifflin 18,4,Tienda Sucursal 4
2025-01-29,30,Producto Modelo 30,3,532.83,72,Globex 72,6,Tienda Sucursal 6
2025-01-29,48,Producto Modelo 48,1,1675.08,59,Dunder Mifflin 59,9,Tienda Outlet 9
2025-01-29,24,Producto Modelo 24,1,1356.26,62,ACME Corp 62,1,Tienda Online 1
2025-01-29,30,Producto Modelo 30,1,532.83,44,Globex 44,10,Tienda Sucursal 10
2025-01-29,14,Producto Modelo 14,3,978.72,45,Globex 45,1,Tienda Online 1
2025-01-29,7,Producto Modelo 7,3,890.75,16,ACME Corp 16,2,Tienda Sucursal 2
2025-01-29,15,Producto Modelo 15,2,1526.58,95,Globex 95,6,Tienda Sucursal 6
