FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2020-01-08,39,Producto Modelo 39,2,818.21,84,Dunder Mifflin 84,4,Tienda Sucursal 4
2020-01-08,24,Producto Modelo 24,3,1356.26,98,Wayne Ent. 98,4,Tienda Sucursal 4
2020-01-08,9,Producto Modelo 9,1,638.62,40,ACME Corp 40,7,Tienda Sucursal 7
2020-01-08,22,Producto Modelo 22,2,950.08,41,Dunder Mifflin 41,10,Tienda Sucursal 10
2020-01-08,43,Producto Modelo 43,3,852.46,23,ACME Corp 23,1,Tienda Online 1
2020-01-08,48,Producto Modelo 48,3,1675.08,39,Wayne Ent. 39,5,Tienda Online 5
2020-01-08,23,Producto Modelo 23,1,70.45,21,ACME Corp 21,4,Tienda Sucursal 4
2020-01-08,31,Producto Modelo 31,3,1051.87,24,Globex 24,10,Tienda Sucursal 10
2020-01-08,20,Producto Modelo 20,2,534.57,98,Wayne Ent. 98,5,Tienda Online 5
2020-01-09,14,Producto Modelo 14,2,978.72,94,Dunder Mifflin 94,2,Tienda Sucursal 2
2020-01-09,6,Producto Modelo 6,3,1040.57,32,Globex 32,10,Tienda Sucursal 10
2020-01-09,20,Producto Modelo 20,2,534.57,14,ACME Corp 14,5,Tienda Online 5
2020-01-09,38,Producto Modelo 38,3,466.61,98,Wayne Ent. 98,1,Tienda Online 1
2020-01-09,16,Producto Modelo 16,1,1728.39,37,Dunder Mifflin 37,3,Tienda Online 3
2020-01-10,38,Producto Modelo 38,1,466.61,87,Wayne Ent. 87,7,Tienda Sucursal 7
2020-01-10,47,Producto Modelo 47,2,1071.38,37,Dunder Mifflin 37,3,Tienda Online 3
2020-01-10,17,Producto Modelo 17,2,296.83,40,ACME Corp 40,4,Tienda Sucursal 4
2020-01-10,22,Producto Modelo 22,3,950.08,99,ACME Corp 99,8,Tienda Outlet 8
2020-01-10,2,Producto Modelo 2,2,1242.79,33,Globex 33,4,Tienda Sucursal 4
2020-01-10,23,Producto Modelo 23,1,70.45,70,Wayne Ent. 70,6,Tienda Sucursal 6
2020-01-10,47,Producto Modelo 47,3,1071.38,58,Dunder Mifflin 58,10,Tienda Sucursal 10
2020-01-10,15,Producto Modelo 15,3,1526.58,53,Wayne Ent. 53,5,Tienda Online 5
2020-01-10,22,Producto Modelo 22,2,950.08,74,ACME Corp 74,10,Tienda Sucursal 10
2020-01-10,27,Producto Modelo 27,2,182.09,43,Wayne Ent. 43,3,Tienda Online 3
2020-01-10,15,Producto Modelo 15,2,1526.58,93,Globex 93,9,Tienda Outlet 9
2020-01-11,34,Producto Modelo 34,1,1571.22,18,Dunder Mifflin 18,7,Tienda Sucursal 7
2020-01-11,1,Producto Modelo 1,2,623.25,71,ACME Corp 71,9,Tienda Outlet 9
2020-01-11,3,Producto Modelo 3,3,1389.15,33,Globex 33,6,Tienda Sucursal 6
2020-01-11,38,Producto Modelo 38,3,466.61,10,Wayne Ent. 10,3,Tienda Online 3
2020-01-11,49,Producto Modelo 49,1,99.19,79,Globex 79,10,Tienda Sucursal 10
2020-01-11,7,Producto Modelo 7,3,890.75,100,Wayne Ent. 100,10,Tienda Sucursal 10
2020-01-11,25,Producto Modelo 25,3,1093.94,61,Wayne Ent. 61,8,Tienda Outlet 8
2020-01-11,37,Producto Modelo 37,3,1086.66,65,Dunder Mifflin 65,9,Tienda Outlet 9
2020-01-11,48,Producto Modelo 48,3,1675.08,46,ACME Corp 46,5,Tienda Online 5
2020-01-11,45,Producto Modelo 45,3,686.93,18,Dunder Mifflin 18,1,Tienda Online 1
2020-01-11,44,Producto Modelo 44,1,331.77,85,Globex 85,9,Tienda Outlet 9
2020-01-11,47,Producto Modelo 47,3,1071.38,82,Wayne Ent. 82,1,Tienda Online 1
2020-01-12,33,Producto Modelo 33,2,1312.75,50,Dunder Mifflin 50,4,Tienda Sucursal 4
2020-01-12,17,Producto Modelo 17,2,296.83,14,ACME Corp 14,4,Tienda Sucursal 4
2020-01-12,8,Producto Modelo 8,1,1636.17,26,Dunder Mifflin 26,6,Tienda Sucursal 6
2020-01-12,17,Producto Modelo 17,2,296.83,27,Dunder Mifflin 27,4,Tienda Sucursal 4
2020-01-12,49,Producto Modelo 49,3,99.19,88,Dunder Mifflin 88,8,Tienda Outlet 8
2020-01-12,48,Producto Modelo 48,1,1675.08,93,Globex 93,1,Tienda Online 1
2020-01-12,11,Producto Modelo 11,3,271.39,13,Globex 13,10,Tienda Sucursal 10
2020-01-12,28,Producto Modelo 28,1,1082.48,3,Wayne Ent. 3,2,Tienda Sucursal 2
2020-01-12,6,Producto Modelo 6,2,1040.57,60,ACME Corp 60,10,Tienda Sucursal 10
2020-01-12,48,Producto Modelo 48,2,1675.08,94,Dunder Mifflin 94,1,Tienda Online 1
2020-01-13,19,Producto Modelo 19,1,1195.73,82,Wayne Ent. 82,8,Tienda Outlet 8
2020-01-13,10,Producto Modelo 10,3,700.71,58,Dunder Mifflin 58,6,Tienda Sucursal 6
2020-01-13,1,Producto Modelo 1,2,623.25,93,Globex 93,4,Tienda Sucursal 4
2020-01-13,41,Producto Modelo 41,2,541.4,86,Dunder Mifflin 86,2,Tienda Sucursal 2
2020-01-13,49,Producto Modelo 49,3,99.19,18,Dunder Mifflin 18,3,Tienda Online 3
2020-01-13,4,Producto Modelo 4,1,1183.86,2,Globex 2,3,Tienda Online 3
2020-01-13,40,Producto Modelo 40,2,219.02,40,ACME Corp 40,4,Tienda Sucursal 4
2020-01-13,36,Producto Modelo 36,3,516.39,95,Globex 95,10,Tienda Sucursal 10
2020-01-13,35,Producto Modelo 35,3,1593.35,5,Globex 5,2,Tienda Sucursal 2
2020-01-13,35,Producto Modelo 35,2,1593.35,7,Dunder Mifflin 7,5,Tienda Online 5
2020-01-13,33,Producto Modelo 33,1,1312.75,28,ACME Corp 28,4,Tienda Sucursal 4
2020-01-13,42,Producto Modelo 42,1,425.72,79,Globex 79,4,Tienda Sucursal 4
2020-01-13,34,Producto Modelo 34,3,1571.22,8,Globex 8,5,Tienda Online 5
2020-01-13,16,Producto Modelo 16,2,1728.39,82,Wayne Ent. 82,3,Tienda Online 3
2020-01-13,44,Producto Modelo 44,2,331.77,70,Wayne Ent. 70,10,Tienda Sucursal 10
2020-01-14,49,Producto Modelo 49,3,99.19,79,Globex 79,10,Tienda Sucursal 10
2020-01-14,17,Producto Modelo 17,1,296.83,45,Globex 45,1,Tienda Online 1
2020-01-14,26,Producto Modelo 26,1,1269.87,44,Globex 44,2,Tienda Sucursal 2
2020-01-14,4,Producto Modelo 4,3,1183.86,67,ACME Corp 67,8,Tienda Outlet 8
2020-01-14,26,Producto Modelo 26,2,1269.87,86,Dunder Mifflin 86,10,Tienda Sucursal 10
2020-01-14,9,Producto Modelo 9,2,638.62,24,Globex 24,7,Tienda Sucursal 7
2020-01-14,28,Producto Modelo 28,3,1082.48,57,ACME Corp 57,3,Tienda Online 3
2020-01-14,43,Producto Modelo 43,2,852.46,6,Wayne Ent. 6,4,Tienda Sucursal 4
2020-01-14,44,Producto Modelo 44,2,331.77,15,Globex 15,3,Tienda Online 3
2020-01-14,9,Producto Modelo 9,2,638.62,64,Globex 64,9,Tienda Outlet 9
2020-01-14,16,Producto Modelo 16,1,1728.39,78,Globex 78,3,Tienda Online 3
2020-01-14,6,Producto Modelo 6,1,1040.57,32,Globex 32,4,Tienda Sucursal 4
2020-01-14,23,Producto Modelo 23,1,70.45,99,ACME Corp 99,10,Tienda Sucursal 10
2020-01-14,23,Producto Modelo 23,3,70.45,9,Globex 9,9,Tienda Outlet 9
2020-01-14,2,Producto Modelo 2,2,1242.79,77,Wayne Ent. 77,2,Tienda Sucursal 2
2020-01-15,3,Producto Modelo 3,3,1389.15,11,Wayne Ent. 11,4,Tienda Sucursal 4
2020-01-15,11,Producto Modelo 11,3,271.39,27,Dunder Mifflin 27,9,Tienda Outlet 9
2020-01-15,22,Producto Modelo 22,2,950.08,85,Globex 85,10,Tienda Sucursal 10
2020-01-15,16,Producto Modelo 16,1,1728.39,38,Globex 38,9,Tienda Outlet 9
2020-01-15,4,Producto Modelo 4,3,1183.86,18,Dunder Mifflin 18,3,Tienda Online 3
2020-01-15,16,Producto Modelo 16,2,1728.39,51,Wayne Ent. 51,8,Tienda Outlet 8
2020-01-15,27,Producto Modelo 27,3,182.09,79,Globex 79,5,Tienda Online 5
2020-01-16,13,Producto Modelo 13,2,-150.0,86,Dunder Mifflin 86,2,Tienda Sucursal 2
2020-01-16,8,Producto Modelo 8,3,1636.17,3,Wayne Ent. 3,8,Tienda Outlet 8
2020-01-16,43,Producto Modelo 43,3,852.46,28,ACME Corp 28,6,Tienda Sucursal 6
2020-01-16,33,Producto Modelo 33,3,1312.75,70,Wayne Ent. 70,1,Tienda Online 1
2020-01-16,38,Producto Modelo 38,1,466.61,84,Dunder Mifflin 84,2,Tienda Sucursal 2
2020-01-16,47,Producto Modelo 47,2,1071.38,64,Globex 64,3,Tienda Online 3
2020-01-16,3,Producto Modelo 3,3,1389.15,62,ACME Corp 62,8,Tienda Outlet 8
2020-01-16,12,Producto Modelo 12,1,538.41,8,Globex 8,8,Tienda Outlet 8
2020-01-16,2,Producto Modelo 2,3,1242.79,28,ACME Corp 28,8,Tienda Outlet 8
2020-01-16,13,Producto Modelo 13,1,-150.0,94,Dunder Mifflin 94,10,Tienda Sucursal 10
2020-01-16,39,Producto Modelo 39,3,818.21,96,Wayne Ent. 96,8,Tienda Outlet 8
2020-01-16,49,Producto Modelo 49,3,99.19,69,Globex 69,4,Tienda Sucursal 4
2020-01-16,43,Producto Modelo 43,1,852.46,40,ACME Corp 40,6,Tienda Sucursal 6
2020-01-16,16,Producto Modelo 16,1,1728.39,2,Globex 2,10,Tienda Sucursal 10
2020-01-16,25,Producto Modelo 25,1,1093.94,82,Wayne Ent. 82,8,Tienda Outlet 8
2020-01-17,16,Producto Modelo 16,3,1728.39,60,ACME Corp 60,8,Tienda Outlet 8
2020-01-17,1,Producto Modelo 1,3,623.25,61,Wayne Ent. 61,3,Tienda Online 3
2020-01-17,40,Producto Modelo 40,2,219.02,73,Globex 73,10,Tienda Sucursal 10
2020-01-17,10,Producto Modelo 10,2,700.71,31,Dunder Mifflin 31,1,Tienda Online 1
2020-01-17,47,Producto Modelo 47,1,1071.38,41,Dunder Mifflin 41,3,Tienda Online 3
2020-01-17,14,Producto Modelo 14,3,978.72,47,Dunder Mifflin 47,1,Tienda Online 1
2020-01-17,7,Producto Modelo 7,1,890.75,66,Wayne Ent. 66,8,Tienda Outlet 8
2020-01-17,22,Producto Modelo 22,3,950.08,56,Globex 56,3,Tienda Online 3
2020-01-17,6,Producto Modelo 6,3,1040.57,43,Wayne Ent. 43,2,Tienda Sucursal 2
2020-01-17,10,Producto Modelo 10,3,700.71,37,Dunder Mifflin 37,9,Tienda Outlet 9
2020-01-17,5,Producto Modelo 5,2,624.92,92,Globex 92,8,Tienda Outlet 8
2020-01-18,2,Producto Modelo 2,2,1242.79,96,Wayne Ent. 96,4,Tienda Sucursal 4
2020-01-18,19,Producto Modelo 19,3,1195.73,66,Wayne Ent. 66,7,Tienda Sucursal 7
2020-01-18,28,Producto Modelo 28,2,1082.48,91,Dunder Mifflin 91,3,Tienda Online 3
2020-01-18,16,Producto Modelo 16,1,1728.39,69,Globex 69,5,Tienda Online 5
2020-01-18,39,Producto Modelo 39,1,818.21,52,Globex 52,10,Tienda Sucursal 10
2020-01-18,4,Producto Modelo 4,2,1183.86,98,Wayne Ent. 98,4,Tienda Sucursal 4
2020-01-18,44,Producto Modelo 44,1,331.77,48,Globex 48,4,Tienda Sucursal 4
2020-01-18,4,Producto Modelo 4,3,1183.86,25,Dunder Mifflin 25,9,Tienda Outlet 9
2020-01-18,43,Producto Modelo 43,2,852.46,96,Wayne Ent. 96,3,Tienda Online 3
2020-01-18,3,Producto Modelo 3,3,1389.15,6,Wayne Ent. 6,4,Tienda Sucursal 4
2020-01-18,37,Producto Modelo 37,3,1086.66,50,Dunder Mifflin 50,5,Tienda Online 5
2020-01-18,34,Producto Modelo 34,1,1571.22,80,Globex 80,10,Tienda Sucursal 10
2020-01-19,26,Producto Modelo 26,2,1269.87,88,Dunder Mifflin 88,4,Tienda Sucursal 4
2020-01-19,31,Producto Modelo 31,1,1051.87,13,Globex 13,3,Tienda Online 3
2020-01-19,45,Producto Modelo 45,3,686.93,24,Globex 24,3,Tienda Online 3
2020-01-19,44,Producto Modelo 44,2,331.77,17,Wayne Ent. 17,9,Tienda Outlet 9
2020-01-19,41,Producto Modelo 41,1,541.4,35,Dunder Mifflin 35,3,Tienda Online 3
2020-01-20,43,Producto Modelo 43,2,852.46,11,Wayne Ent. 11,6,Tienda Sucursal 6
2020-01-20,21,Producto Modelo 21,2,881.45,72,Globex 72,8,Tienda Outlet 8
2020-01-20,43,Producto Modelo 43,1,852.46,79,Globex 79,7,Tienda Sucursal 7
2020-01-20,37,Producto Modelo 37,1,1086.66,69,Globex 69,10,Tienda Sucursal 10
2020-01-20,8,Producto Modelo 8,1,1636.17,3,Wayne Ent. 3,8,Tienda Outlet 8
2020-01-20,30,Producto Modelo 30,1,532.83,60,ACME Corp 60,5,Tienda Online 5
2020-01-21,41,Producto Modelo 41,2,541.4,22,ACME Corp 22,5,Tienda Online 5
2020-01-21,38,Producto Modelo 38,3,466.61,37,Dunder Mifflin 37,4,Tienda Sucursal 4
2020-01-21,49,Producto Modelo 49,2,99.19,9,Globex 9,9,Tienda Outlet 9
2020-01-21,40,Producto Modelo 40,3,219.02,60,ACME Corp 60,9,Tienda Outlet 9
2020-01-21,48,Producto Modelo 48,2,1675.08,94,Dunder Mifflin 94,10,Tienda Sucursal 10
2020-01-21,39,Producto Modelo 39,3,818.21,53,Wayne Ent. 53,5,Tienda Online 5
2020-01-21,46,Producto Modelo 46,3,1433.28,95,Globex 95,3,Tienda Online 3
2020-01-21,16,Producto Modelo 16,2,1728.39,12,Globex 12,4,Tienda Sucursal 4
2020-01-21,33,Producto Modelo 33,3,1312.75,81,ACME Corp 81,6,Tienda Sucursal 6
2020-01-21,20,Producto Modelo 20,3,534.57,47,Dunder Mifflin 47,3,Tienda Online 3
2020-01-21,26,Producto Modelo 26,2,1269.87,60,ACME Corp 60,1,Tienda Online 1
2020-01-21,6,Producto Modelo 6,2,1040.57,68,Wayne Ent. 68,9,Tienda Outlet 9
2020-01-21,14,Producto Modelo 14,2,978.72,63,Dunder Mifflin 63,9,Tienda Outlet 9
2020-01-21,21,Producto Modelo 21,2,881.45,100,Wayne Ent. 100,10,Tienda Sucursal 10
2020-01-21,31,Producto Modelo 31,2,1051.87,48,Globex 48,6,Tienda Sucursal 6
2020-01-22,38,Producto Modelo 38,1,466.61,99,ACME Corp 99,2,Tienda Sucursal 2
2020-01-22,26,Producto Modelo 26,1,1269.87,39,Wayne Ent. 39,2,Tienda Sucursal 2
2020-01-22,44,Producto Modelo 44,3,331.77,75,Wayne Ent. 75,7,Tienda Sucursal 7
2020-01-22,41,Producto Modelo 41,2,541.4,1,ACME Corp 1,3,Tienda Online 3
2020-01-22,5,Producto Modelo 5,1,624.92,98,Wayne Ent. 98,9,Tienda Outlet 9
2020-01-22,25,Producto Modelo 25,2,1093.94,15,Globex 15,4,Tienda Sucursal 4
2020-01-22,6,Producto Modelo 6,3,1040.57,72,Globex 72,5,Tienda Online 5
2020-01-22,42,Producto Modelo 42,2,425.72,72,Globex 72,8,Tienda Outlet 8
2020-01-22,47,Producto Modelo 47,2,1071.38,5,Globex 5,1,Tienda Online 1
2020-01-22,19,Producto Modelo 19,3,1195.73,34,Wayne Ent. 34,7,Tienda Sucursal 7
2020-01-22,23,Producto Modelo 23,3,70.45,54,Wayne Ent. 54,3,Tienda Online 3
2020-01-22,1,Producto Modelo 1,3,623.25,27,Dunder Mifflin 27,10,Tienda Sucursal 10
2020-01-22,33,Producto Modelo 33,3,1312.75,26,Dunder Mifflin 26,7,Tienda Sucursal 7
2020-01-23,41,Producto Modelo 41,1,541.4,90,Wayne Ent. 90,6,Tienda Sucursal 6
2020-01-23,31,Producto Modelo 31,2,1051.87,67,ACME Corp 67,5,Tienda Online 5
2020-01-23,17,Producto Modelo 17,2,296.83,42,Dunder Mifflin 42,1,Tienda Online 1
2020-01-23,3,Producto Modelo 3,1,1389.15,62,ACME Corp 62,3,Tienda Online 3
2020-01-23,41,Producto Modelo 41,2,541.4,10,Wayne Ent. 10,8,Tienda Outlet 8
2020-01-24,40,Producto Modelo 40,3,219.02,75,Wayne Ent. 75,8,Tienda Outlet 8
2020-01-24,48,Producto Modelo 48,3,1675.08,41,Dunder Mifflin 41,1,Tienda Online 1
2020-01-24,9,Producto Modelo 9,2,638.62,28,ACME Corp 28,10,Tienda Sucursal 10
2020-01-24,35,Producto Modelo 35,1,1593.35,76,Globex 76,2,Tienda Sucursal 2
2020-01-24,45,Producto Modelo 45,1,686.93,25,Dunder Mifflin 25,9,Tienda Outlet 9
2020-01-25,43,Producto Modelo 43,1,852.46,36,Globex 36,8,Tienda Outlet 8
2020-01-25,31,Producto Modelo 31,3,1051.87,35,Dunder Mifflin 35,5,Tienda Online 5
2020-01-25,5,Producto Modelo 5,1,624.92,47,Dunder Mifflin 47,8,Tienda Outlet 8
2020-01-25,5,Producto Modelo 5,1,624.92,22,ACME Corp 22,2,Tienda Sucursal 2
2020-01-25,29,Producto Modelo 29,1,496.38,63,Dunder Mifflin 63,10,Tienda Sucursal 10
2020-01-25,7,Producto Modelo 7,2,890.75,97,Dunder Mifflin 97,3,Tienda Online 3
2020-01-26,29,Producto Modelo 29,2,496.38,15,Globex 15,6,Tienda Sucursal 6
2020-01-26,8,Producto Modelo 8,2,1636.17,78,Globex 78,6,Tienda Sucursal 6
2020-01-26,17,Producto Modelo 17,1,296.83,49,Globex 49,4,Tienda Sucursal 4
2020-01-26,49,Producto Modelo 49,2,99.19,65,Dunder Mifflin 65,2,Tienda Sucursal 2
2020-01-26,27,Producto Modelo 27,2,182.09,36,Globex 36,2,Tienda Sucursal 2
2020-01-26,45,Producto Modelo 45,2,686.93,61,Wayne Ent. 61,8,Tienda Outlet 8
2020-01-26,24,Producto Modelo 24,1,1356.26,72,Globex 72,5,Tienda Online 5
2020-01-26,12,Producto Modelo 12,2,538.41,84,Dunder Mifflin 84,9,Tienda Outlet 9
2020-01-26,8,Producto Modelo 8,2,1636.17,29,Globex 29,10,Tienda Sucursal 10
2020-01-27,20,Producto Modelo 20,3,534.57,22,ACME Corp 22,4,Tienda Sucursal 4
2020-01-27,50,Producto Modelo 50,3,801.81,57,ACME Corp 57,5,Tienda Online 5
2020-01-27,38,Producto Modelo 38,1,466.61,5,Globex 5,8,Tienda Outlet 8
2020-01-27,17,Producto Modelo 17,2,296.83,52,Globex 52,10,Tienda Sucursal 10
2020-01-27,3,Producto Modelo 3,1,1389.15,50,Dunder Mifflin 50,10,Tienda Sucursal 10
2020-01-27,44,Producto Modelo 44,1,331.77,7,Dunder Mifflin 7,8,Tienda Outlet 8
2020-01-27,44,Producto Modelo 44,2,331.77,35,Dunder Mifflin 35,8,Tienda Outlet 8
2020-01-27,31,Producto Modelo 31,2,1051.87,47,Dunder Mifflin 47,5,Tienda Online 5
2020-01-27,3,Producto Modelo 3,1,1389.15,95,Globex 95,5,Tienda Online 5
2020-01-27,44,Producto Modelo 44,3,331.77,69,Globex 69,4,Tienda Sucursal 4
2020-01-27,14,Producto Modelo 14,3,978.72,29,Globex 29,4,Tienda Sucursal 4
2020-01-28,25,Producto Modelo 25,3,1093.94,39,Wayne Ent. 39,7,Tienda Sucursal 7
2020-01-28,23,Producto Modelo 23,3,70.45,14,ACME Corp 14,9,Tienda Outlet 9
2020-01-28,5,Producto Modelo 5,2,624.92,36,Globex 36,8,Tienda Outlet 8
2020-01-28,32,Producto Modelo 32,2,1770.83,97,Dunder Mifflin 97,4,Tienda Sucursal 4
